from,to,cost
96,142,10299.7998046875
96,144,8818.5
96,145,10176.2001953125
96,147,8502.7998046875
96,154,3157.0
96,155,1810.9000244140625
96,157,5221.7998046875
96,159,2384.800048828125
96,160,3519.699951171875
96,161,5971.10009765625
96,162,4712.7001953125
96,163,2884.10009765625
96,175,5913.0
96,177,10202.2998046875
96,183,10186.400390625
96,184,9344.5
96,187,4024.5
96,188,5465.7998046875
96,190,8312.0
96,191,6429.7001953125
96,192,7927.2001953125
96,193,5717.0
96,195,7144.60009765625
96,198,3865.39990234375
96,199,10047.2998046875
96,205,8141.7001953125
96,206,1108.199951171875
97,0,8265.7998046875
97,1,10484.2001953125
97,3,10053.7001953125
97,4,8286.2001953125
97,10,8765.099609375
97,12,6084.7998046875
97,15,8622.7998046875
97,17,8531.900390625
97,19,2328.89990234375
97,20,5015.0
97,22,4205.2001953125
97,32,6272.2998046875
97,33,9497.2998046875
97,36,8919.099609375
97,37,9970.7001953125
97,39,3142.39990234375
97,40,10651.900390625
97,54,10185.2001953125
97,56,10236.099609375
97,57,3460.199951171875
97,61,9500.400390625
97,67,8177.89990234375
97,68,5792.0
97,71,6633.39990234375
97,72,7782.39990234375
97,74,4073.199951171875
97,80,7731.39990234375
97,94,1830.300048828125
97,96,2477.60009765625
97,98,6445.7001953125
97,102,8029.7001953125
97,103,6219.5
97,109,9841.2001953125
97,113,9409.599609375
97,115,7924.7001953125
97,116,10207.0
97,117,8295.0
97,118,8164.10009765625
97,119,4438.7001953125
97,123,10056.2001953125
97,127,2415.5
97,128,4619.89990234375
97,129,8680.599609375
97,139,8750.7998046875
97,140,9125.5
97,141,10126.7001953125
97,142,9322.7001953125
97,144,9850.2001953125
97,145,9199.099609375
97,147,9500.2998046875
97,154,4188.7001953125
97,155,2842.60009765625
97,156,9780.2998046875
97,157,6253.5
97,159,3416.5
97,160,4551.39990234375
97,161,7002.7998046875
97,162,5744.39990234375
97,163,3915.800048828125
97,175,4935.89990234375
97,187,5056.2001953125
97,188,6497.5
97,190,7334.89990234375
97,191,7461.39990234375
97,192,8958.900390625
97,193,6748.7001953125
97,195,8176.2998046875
97,198,4897.10009765625
97,199,9070.2001953125
97,205,7164.60009765625
97,206,2139.89990234375
98,0,8654.7001953125
98,10,9182.7001953125
98,12,8320.5
98,19,2916.89990234375
98,20,1292.800048828125
98,22,483.0
98,32,2550.10009765625
98,36,9336.7998046875
98,39,3730.300048828125
98,57,4048.10009765625
98,61,9889.2001953125
98,67,8595.599609375
98,68,6033.89990234375
98,71,7051.0
98,72,8200.099609375
98,74,4661.10009765625
98,80,9967.2001953125
98,94,5401.89990234375
98,96,3267.300048828125
98,97,5486.89990234375
98,102,8323.7001953125
98,103,6461.5
98,113,9827.2998046875
98,115,8313.599609375
98,117,8683.7998046875
98,118,8581.7001953125
98,119,5026.60009765625
98,127,4651.2998046875
98,128,6855.60009765625
98,140,9514.2998046875
98,142,9711.599609375
98,145,9587.900390625
98,154,6424.39990234375
98,155,5078.39990234375
98,156,10197.900390625
98,157,8489.2998046875
98,159,5652.2001953125
98,160,6787.10009765625
98,161,9238.5
98,162,7980.10009765625
98,163,6151.5
98,175,5353.60009765625
98,187,7291.89990234375
98,188,8733.2998046875
98,190,7752.5
98,191,9697.2001953125
98,193,8984.5
98,195,10412.099609375
98,198,7132.89990234375
98,199,9459.099609375
98,205,7582.2998046875
98,206,4375.60009765625
99,31,9618.400390625
99,59,9368.7998046875
99,83,7612.2998046875
99,90,5060.7001953125
99,122,8665.5
99,149,2084.699951171875
99,176,9653.7001953125
100,9,6913.2001953125
100,14,9736.0
100,34,6843.2998046875
100,41,2328.89990234375
100,43,3539.60009765625
100,47,9193.599609375
100,52,8388.7998046875
100,60,7584.7998046875
100,63,7551.2001953125
100,73,10016.2998046875
100,75,10179.2998046875
100,76,5128.2001953125
100,77,5531.2998046875
100,81,5915.10009765625
100,82,4321.60009765625
100,84,9408.2998046875
100,86,5959.2001953125
100,87,8552.599609375
100,88,8333.400390625
100,89,5906.7001953125
100,104,4962.89990234375
100,130,3023.800048828125
100,131,7558.89990234375
100,137,7564.7001953125
100,146,5995.5
100,148,782.2999877929688
100,150,9961.2998046875
100,151,7871.60009765625
100,158,7004.39990234375
100,164,9205.7998046875
100,172,5324.39990234375
100,180,7325.10009765625
100,181,8940.2998046875
100,186,8491.2001953125
100,197,1870.9000244140625
100,204,5762.5
101,1,3762.89990234375
101,2,6267.5
101,3,6004.7998046875
101,4,6432.60009765625
101,5,6537.60009765625
101,6,6566.60009765625
101,7,6269.2998046875
101,11,8779.599609375
101,12,8339.2001953125
101,13,10295.7001953125
101,15,5630.10009765625
101,16,4844.0
101,17,6399.2001953125
101,23,5529.7998046875
101,24,9216.7998046875
101,25,10749.400390625
101,27,8808.2001953125
101,28,5689.39990234375
101,29,7008.7001953125
101,30,3246.60009765625
101,33,6369.10009765625
101,38,4471.60009765625
101,45,9759.7001953125
101,48,3341.5
101,49,2414.60009765625
101,51,8787.900390625
101,53,9243.900390625
101,56,6559.10009765625
101,58,9434.2001953125
101,62,10513.099609375
101,64,5169.89990234375
101,65,5019.5
101,78,6996.10009765625
101,79,9551.099609375
101,80,6751.2998046875
101,85,8224.2001953125
101,91,6505.5
101,92,9756.7001953125
101,93,6246.60009765625
101,95,9363.7998046875
101,97,9874.0
101,107,7248.7001953125
101,108,8841.5
101,109,7099.2001953125
101,110,9920.400390625
101,114,9643.900390625
101,120,10004.400390625
101,123,3334.89990234375
101,124,7027.60009765625
101,128,9398.400390625
101,129,3960.89990234375
101,132,9352.2998046875
101,133,629.5
101,134,5537.5
101,135,2629.60009765625
101,136,6520.2001953125
101,138,6158.7998046875
101,139,6286.5
101,144,6722.0
101,147,4780.60009765625
101,153,8358.599609375
101,154,8967.2001953125
101,155,9643.7998046875
101,157,9240.5
101,159,9839.099609375
101,160,9128.599609375
101,161,8130.89990234375
101,162,8731.400390625
101,163,10338.400390625
101,165,5280.7001953125
101,166,4385.60009765625
101,167,10255.599609375
101,168,9371.7001953125
101,169,9642.900390625
101,170,2826.800048828125
101,171,8875.900390625
101,173,9477.099609375
101,174,7253.5
101,177,4478.39990234375
101,179,8485.400390625
101,183,4462.60009765625
101,184,4763.7998046875
101,187,9633.400390625
101,188,7625.60009765625
101,191,6922.2998046875
101,192,5770.7001953125
101,193,8168.60009765625
101,195,7196.2001953125
101,196,4329.60009765625
101,198,9675.599609375
101,201,8704.900390625
101,206,10274.400390625
102,0,6470.0
102,10,4576.2998046875
102,12,10163.0
102,13,9219.7001953125
102,19,4759.39990234375
102,20,3135.300048828125
102,22,2325.5
102,31,6614.10009765625
102,32,4392.60009765625
102,36,4623.39990234375
102,37,8174.89990234375
102,39,5572.89990234375
102,40,6463.2001953125
102,42,9691.7998046875
102,47,7592.7001953125
102,52,9924.7001953125
102,54,8389.2998046875
102,57,5890.60009765625
102,60,9117.2001953125
102,61,7365.2998046875
102,63,9083.599609375
102,67,3882.199951171875
102,68,1188.699951171875
102,69,6889.0
102,70,6996.5
102,71,2444.60009765625
102,72,3593.699951171875
102,73,8572.599609375
102,74,6503.60009765625
102,75,8578.400390625
102,83,9192.7001953125
102,94,7244.39990234375
102,96,5109.7998046875
102,97,7329.5
102,98,1842.5
102,99,9368.900390625
102,103,530.5999755859375
102,111,9233.5
102,113,5220.89990234375
102,115,6004.7001953125
102,116,8411.2001953125
102,117,6159.7998046875
102,118,3868.300048828125
102,119,6869.2001953125
102,122,8034.7001953125
102,125,9950.5
102,127,6493.7998046875
102,128,8698.2001953125
102,137,9100.599609375
102,140,7329.60009765625
102,141,5938.0
102,142,7526.89990234375
102,143,10156.599609375
102,145,7403.2998046875
102,154,8267.0
102,155,6920.89990234375
102,156,5591.60009765625
102,157,10331.7998046875
102,159,7494.7001953125
102,160,8629.7001953125
102,162,9822.7001953125
102,163,7994.0
102,164,7762.10009765625
102,175,2425.89990234375
102,176,6956.7998046875
102,187,9134.5
102,190,3146.10009765625
102,194,10046.2001953125
102,198,8975.400390625
102,199,7274.39990234375
102,205,2975.89990234375
102,206,6218.2001953125
103,0,6363.39990234375
103,10,6699.2001953125
103,12,9632.2998046875
103,13,9113.0
103,19,4228.60009765625
103,20,2604.5
103,22,1794.699951171875
103,31,8736.900390625
103,32,3861.800048828125
103,36,6746.2001953125
103,37,8068.2998046875
103,39,5042.10009765625
103,40,8586.0
103,42,9585.099609375
103,47,9715.599609375
103,54,8282.7001953125
103,57,5359.89990234375
103,61,7597.89990234375
103,67,6005.10009765625
103,68,658.0
103,69,9011.7998046875
103,70,9119.2998046875
103,71,4567.5
103,72,5716.60009765625
103,74,5972.89990234375
103,94,6713.7001953125
103,95,10550.099609375
103,96,4579.10009765625
103,97,6798.7001953125
103,98,1311.699951171875
103,102,5732.2001953125
103,111,9126.7998046875
103,113,7343.7001953125
103,115,6022.2998046875
103,116,8304.599609375
103,117,6392.5
103,118,5991.2001953125
103,119,6338.39990234375
103,122,10157.5
103,125,9843.900390625
103,127,5963.0
103,128,8167.39990234375
103,140,7223.0
103,141,8060.89990234375
103,142,7420.2001953125
103,143,10049.900390625
103,145,7296.60009765625
103,154,7736.2001953125
103,155,6390.10009765625
103,156,7714.39990234375
103,157,9801.0
103,159,6964.0
103,160,8098.89990234375
103,161,10550.2998046875
103,162,9291.900390625
103,163,7463.2998046875
103,164,9884.900390625
103,175,2877.39990234375
103,176,9079.599609375
103,187,8603.7001953125
103,188,10045.0
103,190,5269.0
103,193,10296.2001953125
103,194,10008.2001953125
103,198,8444.599609375
103,199,7167.7998046875
103,205,5098.7998046875
103,206,5687.39990234375
104,8,7788.89990234375
104,9,6174.2001953125
104,14,4773.10009765625
104,34,1880.4000244140625
104,41,8323.2001953125
104,43,6192.7998046875
104,59,6732.10009765625
104,60,9807.5
104,63,9773.900390625
104,76,7382.7998046875
104,77,4792.2998046875
104,81,8046.10009765625
104,82,6576.2001953125
104,83,9629.2001953125
104,84,4445.39990234375
104,86,8796.900390625
104,87,8785.400390625
104,88,3370.5
104,89,943.7999877929688
104,99,10497.0
104,100,9420.2001953125
104,130,5677.0
104,131,9689.900390625
104,137,9819.2998046875
104,146,5823.89990234375
104,148,7394.0
104,150,9952.599609375
104,151,2908.699951171875
104,158,9135.400390625
104,172,8162.10009765625
104,180,7984.5
104,181,9176.2001953125
104,182,5636.2001953125
104,185,7958.10009765625
104,186,3528.300048828125
104,197,7865.2001953125
104,204,7520.2001953125
105,1,7212.2001953125
105,2,5722.5
105,7,5519.7001953125
105,11,2387.5
105,13,9004.2001953125
105,21,9799.7998046875
105,24,9077.599609375
105,25,9499.400390625
105,27,3824.60009765625
105,28,6816.89990234375
105,35,10361.400390625
105,44,8261.900390625
105,45,4313.0
105,46,5672.2998046875
105,49,8061.10009765625
105,50,9509.900390625
105,51,8648.7998046875
105,53,5566.7998046875
105,55,732.5999755859375
105,58,8142.7001953125
105,62,7274.0
105,64,9591.7001953125
105,65,9747.400390625
105,66,10406.599609375
105,78,6451.10009765625
105,79,4567.60009765625
105,85,3240.60009765625
105,92,3364.60009765625
105,95,8239.2998046875
105,106,1618.0
105,107,6499.2001953125
105,108,2255.300048828125
105,109,10173.599609375
105,110,3731.199951171875
105,112,9200.2998046875
105,114,8352.400390625
105,120,8754.400390625
105,123,8561.2998046875
105,125,7533.10009765625
105,126,10352.099609375
105,129,8351.7001953125
105,132,2766.10009765625
105,135,9865.0
105,139,9400.7998046875
105,143,9941.099609375
105,147,9171.400390625
105,152,9653.7998046875
105,153,7609.0
105,167,5039.5
105,168,6324.7998046875
105,169,7323.89990234375
105,171,4552.5
105,173,5842.7001953125
105,177,7927.7998046875
105,178,10274.0
105,179,2660.699951171875
105,183,7660.0
105,189,9522.5
105,201,7955.2998046875
105,202,5988.2998046875
105,203,6193.39990234375
106,1,5594.10009765625
106,2,4104.39990234375
106,7,3901.60009765625
106,11,6411.89990234375
106,27,2206.5
106,28,5198.7998046875
106,29,9812.400390625
106,30,9061.099609375
106,44,10092.900390625
106,45,7392.10009765625
106,46,9696.7001953125
106,48,9602.2001953125
106,49,6443.0
106,51,10540.7001953125
106,53,9040.0
106,55,8177.2001953125
106,56,10226.5
106,64,7973.60009765625
106,65,8129.2998046875
106,78,4833.0
106,79,2949.5
106,85,1622.5
106,92,7389.0
106,101,10115.7001953125
106,107,4881.10009765625
106,108,637.2000122070312
106,109,10205.7998046875
106,110,7552.7001953125
106,123,6943.2001953125
106,129,7580.10009765625
106,132,1148.0
106,135,8246.900390625
106,139,9433.0
106,147,8399.7998046875
106,153,5990.89990234375
106,167,8512.599609375
106,168,9721.7001953125
106,169,10121.5
106,170,8989.900390625
106,171,7417.5
106,173,9191.099609375
106,177,6309.7001953125
106,179,6117.7001953125
106,183,6041.89990234375
106,184,9429.099609375
106,201,6337.2001953125
106,202,8853.2998046875
106,203,9272.5
107,1,9168.599609375
107,2,8441.400390625
107,7,8342.099609375
107,11,5970.5
107,13,8368.400390625
107,24,8893.7001953125
107,25,10014.099609375
107,27,6797.7001953125
107,28,9309.7001953125
107,45,7406.7001953125
107,46,7651.89990234375
107,49,10023.5
107,51,9194.599609375
107,53,4931.0
107,55,5934.10009765625
107,58,7506.89990234375
107,62,6638.2998046875
107,78,9169.900390625
107,79,7540.7001953125
107,85,6213.7001953125
107,92,6947.7001953125
107,95,7603.60009765625
107,106,6819.5
107,108,5842.10009765625
107,110,3095.5
107,112,8564.5
107,114,7716.60009765625
107,120,9269.0
107,125,6897.2998046875
107,129,8897.599609375
107,132,5739.2998046875
107,139,9946.599609375
107,142,10244.2001953125
107,143,9305.400390625
107,147,9717.2001953125
107,153,10431.5
107,167,4403.7001953125
107,168,5689.10009765625
107,169,6819.39990234375
107,171,3778.39990234375
107,173,5206.89990234375
107,177,9884.2001953125
107,179,5399.7998046875
107,183,9622.400390625
107,201,1456.199951171875
107,202,5214.2998046875
107,203,9287.099609375
108,1,4956.7998046875
108,2,3467.199951171875
108,7,3264.300048828125
108,11,5774.60009765625
108,15,9861.7001953125
108,25,10754.099609375
108,27,1569.199951171875
108,28,4561.5
108,29,9175.2001953125
108,30,8423.900390625
108,33,10600.7998046875
108,38,10094.900390625
108,44,9455.599609375
108,45,6754.7998046875
108,46,9059.5
108,48,8964.900390625
108,49,5805.7998046875
108,51,9903.400390625
108,53,8402.7998046875
108,55,7540.0
108,56,9589.2001953125
108,62,10110.0
108,64,7336.39990234375
108,65,7492.10009765625
108,78,4195.7001953125
108,79,2312.199951171875
108,85,985.2999877929688
108,92,6751.7998046875
108,101,9478.5
108,106,8425.400390625
108,107,4243.7998046875
108,109,9568.599609375
108,110,6915.5
108,120,10009.099609375
108,123,6306.0
108,129,6942.89990234375
108,132,510.79998779296875
108,133,10108.099609375
108,135,7609.7001953125
108,139,8795.7001953125
108,147,7762.5
108,153,5353.7001953125
108,166,10008.900390625
108,167,7875.39990234375
108,168,9084.5
108,169,9484.2001953125
108,170,8352.7001953125
108,171,6780.2001953125
108,173,8553.7998046875
108,177,5672.39990234375
108,179,5480.5
108,183,5404.60009765625
108,184,8791.7998046875
108,192,10002.400390625
108,196,9953.0
108,201,5700.0
108,202,8216.099609375
108,203,8635.2001953125
109,0,6192.2998046875
109,1,8159.5
109,2,9510.7998046875
109,7,9543.599609375
109,11,7581.60009765625
109,13,3196.39990234375
109,20,10672.400390625
109,22,9862.599609375
109,24,2117.5
109,25,4675.0
109,27,8348.7998046875
109,28,10078.2998046875
109,36,10767.400390625
109,37,5720.2998046875
109,42,5897.39990234375
109,45,8957.7998046875
109,46,9433.0
109,49,9014.400390625
109,51,1688.699951171875
109,53,4197.0
109,54,5934.7001953125
109,55,7715.2998046875
109,56,8554.7001953125
109,58,2334.89990234375
109,61,9717.2001953125
109,62,4722.89990234375
109,67,10026.2001953125
109,79,9091.7998046875
109,85,7764.7998046875
109,92,8558.7001953125
109,95,2264.5
109,106,8600.7001953125
109,108,7453.2001953125
109,110,8385.7998046875
109,111,6778.7998046875
109,112,3370.39990234375
109,114,2544.60009765625
109,115,8472.099609375
109,116,5543.60009765625
109,117,8511.7998046875
109,120,3930.0
109,123,8582.7001953125
109,125,3772.699951171875
109,129,7299.7001953125
109,132,7290.2998046875
109,135,9184.7001953125
109,139,5918.60009765625
109,140,6942.5
109,142,5072.2001953125
109,143,4133.2998046875
109,145,7125.5
109,147,8119.39990234375
109,167,6371.2998046875
109,168,3581.5
109,169,2798.0
109,171,5135.2998046875
109,173,4808.2001953125
109,177,8875.099609375
109,179,6950.7998046875
109,183,8613.2998046875
109,194,6635.39990234375
109,199,6887.2001953125
109,202,6765.2998046875
110,0,8268.599609375
110,1,6764.5
110,2,7421.39990234375
110,7,7322.2001953125
110,11,4950.60009765625
110,13,5272.7998046875
110,24,5798.10009765625
110,25,6918.39990234375
110,27,5651.7998046875
110,28,8289.7998046875
110,37,7796.60009765625
110,42,7683.0
110,44,10209.7998046875
110,45,6260.7998046875
110,46,6599.2001953125
110,49,7619.39990234375
110,51,6258.5
110,53,1835.4000244140625
110,54,8011.0
110,55,4881.5
110,56,9317.7001953125
110,58,4411.2998046875
110,62,3542.60009765625
110,78,8150.0
110,79,6394.7998046875
110,85,5067.89990234375
110,92,5927.7001953125
110,95,4507.89990234375
110,106,5766.89990234375
110,107,8301.599609375
110,108,4822.2001953125
110,109,8035.2998046875
110,111,8855.099609375
110,112,5468.89990234375
110,114,4620.89990234375
110,116,7620.0
110,120,6173.39990234375
110,123,7758.7001953125
110,125,3801.60009765625
110,126,10109.400390625
110,129,6310.7001953125
110,132,4593.39990234375
110,135,9415.2998046875
110,139,7262.5
110,140,9018.7998046875
110,142,7148.60009765625
110,143,6209.7001953125
110,145,9201.900390625
110,147,7130.2998046875
110,153,9411.5
110,167,1308.0
110,168,2593.39990234375
110,169,3723.699951171875
110,170,10166.2998046875
110,171,2438.300048828125
110,173,2111.199951171875
110,177,7480.0
110,179,4253.89990234375
110,183,7218.2001953125
110,194,7946.7998046875
110,199,8963.599609375
110,201,9757.7998046875
110,202,4068.39990234375
110,203,8141.2998046875
111,0,7495.7998046875
111,1,7415.60009765625
111,2,8767.0
111,7,8799.7001953125
111,11,6837.7001953125
111,13,4500.0
111,24,1373.5999755859375
111,25,6145.60009765625
111,27,7604.89990234375
111,28,9334.400390625
111,37,7023.7998046875
111,42,458.20001220703125
111,45,8213.900390625
111,46,8689.2001953125
111,49,8270.599609375
111,51,5508.60009765625
111,53,3453.10009765625
111,54,7238.2001953125
111,55,6971.39990234375
111,56,9430.7998046875
111,58,3638.39990234375
111,62,3979.10009765625
111,78,9495.5
111,79,8347.900390625
111,85,7020.89990234375
111,92,7814.89990234375
111,95,3735.10009765625
111,106,7856.7998046875
111,107,9779.2001953125
111,108,6709.39990234375
111,109,7818.2001953125
111,110,7642.0
111,112,4696.0
111,114,3848.10009765625
111,115,9775.7001953125
111,116,6847.2001953125
111,117,9815.2998046875
111,120,5400.5
111,123,8316.7998046875
111,125,3028.800048828125
111,129,6722.5
111,132,6546.5
111,135,9973.400390625
111,139,7045.39990234375
111,140,8246.0
111,142,6375.7001953125
111,143,5436.89990234375
111,145,8429.0
111,147,7542.10009765625
111,153,10889.099609375
111,167,5627.5
111,168,2837.699951171875
111,169,2054.10009765625
111,171,4391.39990234375
111,173,4064.300048828125
111,177,8131.2001953125
111,179,6207.0
111,183,7869.39990234375
111,194,6637.60009765625
111,199,8190.7998046875
111,202,6021.5
111,203,10094.2998046875
112,0,4844.89990234375
112,10,9310.599609375
112,13,4129.39990234375
112,20,9290.2998046875
112,22,8480.5
112,24,5295.39990234375
112,25,7754.89990234375
112,32,10547.599609375
112,36,8873.400390625
112,37,6653.2001953125
112,42,4380.0
112,51,8608.0
112,53,6788.2001953125
112,54,6867.60009765625
112,55,10099.099609375
112,58,6281.7001953125
112,61,7823.10009765625
112,62,7361.60009765625
112,67,8132.2001953125
112,68,9540.7001953125
112,71,9551.5
112,72,8512.5
112,95,5344.39990234375
112,98,10194.400390625
112,102,9518.2001953125
112,103,9293.900390625
112,108,10131.7001953125
112,111,7711.7001953125
112,113,10139.7001953125
112,114,6491.39990234375
112,115,6581.0
112,116,6476.60009765625
112,117,6617.7001953125
112,118,8505.599609375
112,120,7009.89990234375
112,125,4638.10009765625
112,129,9953.0
112,132,10040.5
112,139,8998.400390625
112,140,5601.60009765625
112,142,6005.2001953125
112,143,5066.2998046875
112,145,5778.10009765625
112,156,9800.2998046875
112,167,8841.7998046875
112,168,6387.2998046875
112,169,5603.7001953125
112,171,7885.39990234375
112,173,7558.2998046875
112,175,9230.900390625
112,179,9701.0
112,190,8366.7998046875
112,194,3265.0
112,199,5546.39990234375
112,202,9515.5
112,205,10082.7998046875
113,0,10636.400390625
113,9,7927.2998046875
113,10,5683.2001953125
113,20,10287.5
113,22,9477.7001953125
113,31,6574.60009765625
113,32,11544.900390625
113,34,9829.2001953125
113,36,8543.2001953125
113,40,6999.89990234375
113,43,8353.099609375
113,47,2376.60009765625
113,52,4989.39990234375
113,60,4002.39990234375
113,63,3968.800048828125
113,67,7802.0
113,68,8341.0
113,69,1672.9000244140625
113,70,5975.2001953125
113,71,8342.900390625
113,72,6603.39990234375
113,73,3356.5
113,75,3362.300048828125
113,76,8358.400390625
113,77,8510.099609375
113,81,5634.5
113,82,7551.7998046875
113,83,7055.89990234375
113,86,10543.400390625
113,88,10642.0
113,89,8892.599609375
113,98,8994.7001953125
113,99,7923.7001953125
113,102,7152.10009765625
113,103,7682.7998046875
113,104,8100.60009765625
113,115,10003.2001953125
113,117,10319.7998046875
113,118,6798.0
113,122,6865.2001953125
113,130,9394.7998046875
113,131,7278.2998046875
113,137,4165.2998046875
113,141,721.9000244140625
113,146,7570.2998046875
113,149,9971.599609375
113,151,10329.900390625
113,156,6311.7001953125
113,158,6723.7998046875
113,164,2545.89990234375
113,172,9908.599609375
113,175,9578.2001953125
113,176,6644.2001953125
113,190,6155.7998046875
113,197,10449.5
113,204,10346.7001953125
113,205,8874.2001953125
114,0,3647.60009765625
114,10,8829.0
114,13,651.7999877929688
114,19,9398.7001953125
114,20,8127.7998046875
114,22,7318.0
114,24,5607.89990234375
114,25,8068.0
114,32,9385.099609375
114,36,8222.7998046875
114,37,3175.60009765625
114,39,10212.2001953125
114,40,10670.2998046875
114,42,4692.5
114,51,8921.099609375
114,53,7687.39990234375
114,54,3390.0
114,58,209.6999969482422
114,61,7172.5
114,62,8213.2998046875
114,67,7481.60009765625
114,68,8461.7001953125
114,71,8472.5
114,72,7861.89990234375
114,95,5657.5
114,96,9790.2998046875
114,98,9115.400390625
114,102,8940.5
114,103,8214.900390625
114,111,4234.10009765625
114,112,8930.2998046875
114,113,9489.099609375
114,115,5927.5
114,116,2999.0
114,117,5967.10009765625
114,118,7927.89990234375
114,120,7323.0
114,125,4951.2001953125
114,139,9311.5
114,140,4397.7998046875
114,141,10206.2001953125
114,142,2527.60009765625
114,143,1588.699951171875
114,145,4580.7998046875
114,156,9811.099609375
114,167,9861.7001953125
114,168,7071.89990234375
114,169,6288.2998046875
114,171,8625.599609375
114,173,8298.5
114,175,8068.39990234375
114,179,10441.2001953125
114,190,7789.10009765625
114,194,7967.10009765625
114,199,4342.60009765625
114,202,10255.7001953125
114,205,9003.7998046875
115,0,633.2000122070312
115,10,8884.400390625
115,13,3802.199951171875
115,19,9142.900390625
115,20,7872.0
115,22,7062.2001953125
115,24,5189.7001953125
115,25,7649.7998046875
115,32,9129.2998046875
115,36,8278.099609375
115,37,2757.5
115,39,9956.400390625
115,40,10725.7001953125
115,42,4274.2998046875
115,51,8503.0
115,53,7269.2001953125
115,54,2971.89990234375
115,57,10274.2001953125
115,58,7454.5
115,61,7227.89990234375
115,62,7795.10009765625
115,67,7536.89990234375
115,68,8206.0
115,71,8216.7998046875
115,72,7917.2001953125
115,74,10887.2001953125
115,95,5239.2998046875
115,96,9534.599609375
115,98,8859.7001953125
115,102,8995.900390625
115,103,7959.10009765625
115,109,10731.099609375
115,111,3816.0
115,112,8512.099609375
115,113,9544.400390625
115,114,7664.2001953125
115,116,3054.300048828125
115,117,6022.5
115,118,7983.2998046875
115,119,11252.7001953125
115,120,6904.7998046875
115,125,4533.10009765625
115,129,10274.5
115,132,10362.5
115,139,8893.400390625
115,140,4453.2001953125
115,141,10261.599609375
115,142,2109.39990234375
115,143,4739.10009765625
115,145,1566.4000244140625
115,156,9866.5
115,167,9443.599609375
115,168,6653.7001953125
115,169,5870.2001953125
115,171,8207.5
115,173,7880.39990234375
115,175,7812.60009765625
115,179,10023.0
115,190,7844.5
115,194,7975.39990234375
115,199,4397.89990234375
115,202,9837.5
115,205,8748.0
116,0,3431.39990234375
116,10,5829.89990234375
116,13,6600.5
116,19,7177.39990234375
116,20,5906.5
116,22,5096.7001953125
116,24,7988.0
116,25,10448.099609375
116,31,7834.60009765625
116,32,7163.7998046875
116,36,5223.7001953125
116,37,5555.7001953125
116,39,7990.89990234375
116,40,7671.2998046875
116,42,7072.60009765625
116,47,8861.7998046875
116,53,10067.5
116,54,5770.10009765625
116,57,8308.599609375
116,58,10229.099609375
116,61,4173.5
116,62,10593.400390625
116,63,10454.0
116,67,4482.5
116,68,5963.89990234375
116,69,8158.10009765625
116,70,8204.599609375
116,71,5974.7001953125
116,72,4862.7998046875
116,73,9841.7001953125
116,74,8921.599609375
116,75,9847.5
116,94,9703.599609375
116,95,8037.60009765625
116,96,7569.0
116,97,9788.7001953125
116,98,6617.7001953125
116,99,10589.400390625
116,102,5941.39990234375
116,103,5717.10009765625
116,111,6614.2001953125
116,113,6490.0
116,114,10438.7001953125
116,115,3080.199951171875
116,117,2968.0
116,118,4928.7998046875
116,119,9287.2001953125
116,120,9703.099609375
116,122,9171.7998046875
116,125,7331.2998046875
116,127,8953.0
116,140,1398.699951171875
116,141,7207.10009765625
116,142,4907.7001953125
116,143,7537.39990234375
116,145,4364.7001953125
116,155,9380.099609375
116,156,6812.10009765625
116,159,9953.900390625
116,164,9031.2001953125
116,168,9452.0
116,169,8668.400390625
116,173,10678.599609375
116,175,5847.10009765625
116,176,8164.10009765625
116,190,4790.0
116,194,6601.5
116,199,1343.5
116,205,6506.0
116,206,8677.2998046875
117,0,5567.60009765625
117,10,2861.800048828125
117,13,8736.7001953125
117,19,7336.39990234375
117,20,5765.2998046875
117,22,4955.5
117,24,10124.2001953125
117,31,4866.5
117,32,7022.60009765625
117,36,3474.39990234375
117,37,7691.89990234375
117,39,8149.89990234375
117,40,4703.2001953125
117,42,9208.7998046875
117,47,5893.7001953125
117,52,8506.5
117,54,7906.2998046875
117,57,8467.599609375
117,60,7519.5
117,61,1205.4000244140625
117,63,7485.89990234375
117,67,2733.199951171875
117,68,3864.39990234375
117,69,5190.0
117,70,5236.5
117,71,3875.199951171875
117,72,1894.699951171875
117,73,6873.60009765625
117,74,9080.599609375
117,75,6879.39990234375
117,81,9151.7001953125
117,83,7445.10009765625
117,94,9862.599609375
117,95,10173.7998046875
117,96,7728.0
117,97,9947.7001953125
117,98,4518.2001953125
117,99,7621.2998046875
117,102,3236.300048828125
117,103,3617.60009765625
117,111,8750.5
117,113,3521.89990234375
117,115,4934.39990234375
117,116,7988.7998046875
117,118,2082.0
117,119,9446.2001953125
117,122,6270.10009765625
117,125,9467.5
117,127,9112.0
117,137,7682.39990234375
117,140,6442.2001953125
117,141,4239.0
117,142,7043.89990234375
117,143,9673.599609375
117,145,6500.89990234375
117,149,9706.2001953125
117,155,9539.099609375
117,156,3844.0
117,158,10240.900390625
117,159,10112.900390625
117,164,6063.10009765625
117,175,4723.0
117,176,5196.0
117,190,2084.89990234375
117,194,9010.2001953125
117,199,6387.0
117,205,4406.5
117,206,8836.2998046875
118,0,3838.300048828125
118,10,5650.2998046875
118,13,7007.39990234375
118,19,7111.2001953125
